artist_name,artist_genre
A Tribe Called Quest,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop"
Wilco,"alternative country, alternative rock, chicago indie, folk, indie rock, roots rock, stomp and holler"
Enya,"celtic, gregorian dance, operatic pop"
Yusuf / Cat Stevens,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Empire Of The Sun,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop"
Genesis,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock"
(Artista Invitado: Fernando Osorio),hip hop
Mary J. Blige,"dance pop, hip pop, neo soul, r&b, urban contemporary"
Mogwai,"british post-rock, compositional ambient, cosmic post-rock, dream pop, electronica, indie rock, instrumental post-rock, post-rock, scottish rock"
KT Tunstall,"ectofolk, lilith, neo mellow, pop rock, scottish singer-songwriter"
Foreigner,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock"
Al Green,"classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul"
Animal Collective,"alternative dance, alternative rock, art pop, baltimore indie, chillwave, dance-punk, dream pop, experimental pop, freak folk, indie rock, neo-synthpop, noise pop"
George Harrison,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock"
DJ Shadow,"downtempo, electronica, instrumental hip hop, trip hop"
Demi Lovato,"pop, post-teen pop"
Nick Cave & The Bad Seeds,"alternative rock, permanent wave, singer-songwriter"
Tori Amos,"dark pop, ectofolk, lilith, melancholia, new wave pop, permanent wave, piano rock, singer-songwriter"
Boston,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock"
Janet Jackson,"dance pop, r&b, urban contemporary"
Kelis,"dance pop, hip pop, neo soul, urban contemporary"
Morcheeba,"downtempo, electronica, trip hop"
Neutral Milk Hotel,"alternative rock, chamber pop, elephant 6, indie rock, lo-fi, noise pop, slacker rock"
The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Dean Martin,"adult standards, easy listening, lounge, vocal jazz"
LMFAO,"dance pop, pop, pop rap"
Gucci Mane,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
Rob Zombie,"alternative metal, hard rock, industrial metal, industrial rock, nu metal, post-grunge, rock"
OK Go,"chicago indie, modern rock, permanent wave"
The Raconteurs,"alternative rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, rock, supergroup"
The Temptations,"classic soul, disco, memphis soul, motown, soul"
Artistas del Parque Xcaret,hip hop
Sheryl Crow,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter"
Taking Back Sunday,"emo, neon pop punk, pop punk, post-hardcore, screamo"
Lorde,"art pop, metropopolis, nz pop, pop"
Robyn,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop"
Pharrell Williams,"dance pop, pop"
Billy Idol,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock"
Black Rebel Motorcycle Club,"alternative rock, garage rock, garage rock revival, modern blues rock, permanent wave"
Faith No More,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, post-grunge, rap metal, rock"
The Used,"alternative metal, neon pop punk, pop emo, post-grunge, post-hardcore, screamo"
Of Monsters and Men,"folk-pop, metropopolis, modern rock, stomp and holler"
The Temper Trap,"indietronica, modern rock, shimmer pop"
Fryderyk Chopin,hip hop
Fort Minor,rap rock
Peter Bjorn and John,"alternative dance, baroque pop, dance-punk, indie rock, modern rock, new rave, swedish alternative rock, swedish indie pop"
Spice Girls,"dance pop, girl group, pop"
We Are Scientists,"alternative dance, british indie rock, dance-punk, indie rock, modern rock, new rave, scottish rock"
Sean Kingston,"dance pop, miami hip hop, pop"
Scissor Sisters,"dance pop, dance rock"
Major Lazer,"dance pop, edm, electro house, moombahton, pop, pop dance"
Brand New,"emo, pop punk, post-hardcore, screamo"
All Time Low,"modern rock, neon pop punk, pop emo, pop punk"
Wham!,"new romantic, new wave, new wave pop, soft rock"
Kate Nash,"anti-folk, piano rock"
MARINA,"metropopolis, pop, pov: indie, uk alternative pop"
Morrissey,"madchester, new wave, permanent wave, solo wave"
Cage The Elephant,"modern alternative rock, modern rock, pov: indie, punk blues, rock"
Pet Shop Boys,"dance rock, new romantic, new wave, new wave pop, permanent wave, synthpop"
Gym Class Heroes,"dance pop, pop rap"
Bill Withers,"classic soul, funk, quiet storm, soul"
Fugees,"east coast hip hop, hip hop, neo soul, new jersey rap"
Apocalyptica,"cello, finnish metal"
Missy Elliott,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop"
Supertramp,"album rock, art rock, classic rock, glam rock, mellow gold, piano rock, progressive rock, rock, soft rock, symphonic rock"
Skillet,"alternative metal, christian alternative rock, christian music, christian rock"
Artist 12,hip hop
Dashboard Confessional,"emo, neon pop punk, pop punk, pop rock"
Smash Mouth,"pop rock, post-grunge"
Kate Bush,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter"
Andrew Bird,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler"
Beach House,"art pop, baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie"
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
Killswitch Engage,"alternative metal, boston metal, melodic metalcore, metalcore, nu metal, post-grunge"
Frank Ocean,"lgbtq+ hip hop, neo soul"
Billie Holiday,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz"
John Williams,"orchestral soundtrack, soundtrack"
Mark Ronson,pop soul
Ryan Adams,"alternative country, new americana, roots rock, singer-songwriter"
Explosions In The Sky,"american post-rock, cinematic post-rock, instrumental post-rock, melancholia, post-rock"
"Earth, Wind & Fire","disco, funk, jazz funk, motown, soul"
Keri Hilson,"dance pop, hip pop, r&b, urban contemporary"
Natalie Imbruglia,"dance pop, europop, lilith, new wave pop, pop rock"
In Flames,"alternative metal, gothenburg metal, melodic death metal, melodic metalcore, metal, swedish alternative rock, swedish death metal, swedish melodeath, swedish metal"
Corinne Bailey Rae,"british soul, neo soul, pop soul, soul"
The Wombats,"liverpool indie, modern alternative rock, modern rock"
The Stone Roses,"britpop, dance rock, madchester"
Swedish House Mafia,"edm, pop dance, progressive electro house"
Basement Jaxx,"alternative dance, big beat, electronica"
Daughtry,"alternative metal, neo mellow, pop rock, post-grunge"
The Dandy Warhols,"alternative rock, dance-punk"
Bat For Lashes,"art pop, brighton indie, dark pop, dream pop, etherpop, indietronica, metropopolis, neo-synthpop"
Third Eye Blind,"alternative metal, alternative rock, pop rock, post-grunge"
TLC,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary"
Kansas,"album rock, classic rock, hard rock, heartland rock, mellow gold, progressive rock, rock, soft rock"
The Bravery,"dance-punk, indie rock, modern rock"
Tom Petty and the Heartbreakers,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Sex Pistols,"alternative rock, punk, rock"
Shinedown,"alternative metal, nu metal, post-grunge"
White Lies,"alternative dance, dance-punk, indie rock, modern rock, new rave"
DJ Khaled,"hip hop, miami hip hop, pop rap, rap"
Miike Snow,"alternative dance, electropop, indietronica, neo-synthpop, shimmer pop, swedish electropop, swedish indie pop, swedish synthpop"
INXS,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock"
Cut Copy,"alternative dance, australian dance, australian electropop, electronic rock, electronica, indietronica, neo-synthpop"
Peter Gabriel,"album rock, art rock, classic rock, mellow gold, new romantic, new wave, permanent wave, progressive rock, rock, singer-songwriter, soft rock"
Edward Sharpe & The Magnetic Zeros,"la indie, stomp and holler"
Static-X,"alternative metal, industrial metal, industrial rock, nu metal, post-grunge, rap metal"
Benny Benassi,"dutch house, edm, electro house, pop dance"
Roxette,"europop, swedish pop, synthpop"
Slow Pulp,"bubblegrunge, chicago indie, countrygaze, midwest shoegaze, nu gaze"
The Byrds,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock"
David Gray,"neo mellow, permanent wave"
The Cinematic Orchestra,"downtempo, nu jazz"
Ray LaMontagne,"acoustic pop, indie folk, neo mellow, stomp and holler"
Tracy Chapman,"folk, lilith, singer-songwriter, women's music"
The Kills,"alternative dance, dance-punk, garage rock, garage rock revival, indie rock, indietronica, modern blues rock, modern rock, new rave"
will.i.am,"dance pop, pop"
Puddle Of Mudd,"alternative metal, nu metal, post-grunge"
Bombay Bicycle Club,"british indie rock, chamber pop, indie rock, indietronica, modern rock, shimmer pop"
Whitesnake,"album rock, british blues, classic rock, glam metal, hard rock, metal, rock"
Robin Thicke,"dance pop, neo soul, pop rap, r&b, urban contemporary"
Antonio Vivaldi,"baroque, classical, early music, italian baroque"
Manu Chao,"latin alternative, world"
Bad Religion,"punk, skate punk, socal pop punk"
Tame Impala,"australian psych, modern rock, neo-psychedelic, rock"
The Mamas & The Papas,"classic rock, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop"
Rush,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock"
Paolo Nutini,"british soul, neo mellow, scottish singer-songwriter"
Joe Cocker,"album rock, blues rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock"
Blue Öyster Cult,"album rock, classic rock, glam metal, hard rock, progressive rock, rock"
Gavin DeGraw,"neo mellow, pop rock"
Brian Eno,"ambient, art pop, art rock, compositional ambient, experimental, experimental ambient, fourth world, glam rock, minimalism, singer-songwriter"
Ennio Morricone,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Macklemore & Ryan Lewis,"pop rap, seattle hip hop"
Steppenwolf,"acid rock, album rock, blues rock, classic canadian rock, classic rock, hard rock, proto-metal, rock, singer-songwriter, soft rock"
of Montreal,"art pop, baroque pop, dance-punk, elephant 6, indie rock, lo-fi, noise pop"
STARSET,future rock
Armin van Buuren,"dutch house, dutch trance, edm, pop dance, progressive house, trance"
"He Was an Artist, She Was a Carpenter","midwest emo, new england emo"
Simple Minds,"album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock"
The Lumineers,"folk-pop, modern rock, neo mellow, stomp and holler"
Sugababes,"dance pop, europop, girl group, talent show"
Def Leppard,"album rock, classic rock, glam metal, hard rock, nwobhm, rock"
UNKLE,"electronica, trip hop"
Alien Ant Farm,"alternative metal, funk metal, nu metal, post-grunge"
Santigold,"alternative dance, art pop, indietronica, neo-synthpop"
Mudvayne,"alternative metal, industrial metal, nu metal, rap metal"
Ariana Grande,pop
Diana Krall,"contemporary vocal jazz, jazz pop, vocal jazz"
Yo La Tengo,"alternative rock, art pop, dream pop, indie rock, indietronica, lo-fi, new jersey indie, noise pop, permanent wave, shoegaze"
Tricky,"electronica, trip hop"
alt-J,"indie rock, indietronica, modern alternative rock, modern rock, rock"
Etta James,"jazz blues, soul, soul blues, torch song, vocal jazz"
Dusty Springfield,"adult standards, british invasion, soul, vocal jazz"
Aaliyah,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary"
Chevelle,"alternative metal, christian rock, nu metal, post-grunge"
Mike Posner,"dance pop, pop, pop dance, pop rap"
Soulja Boy,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap"
Seals and Crofts,"classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock"
Miranda Lambert,"contemporary country, country, country dawn, country road"
New Found Glory,"easycore, emo, neon pop punk, pop punk"
The Allman Brothers Band With Sheryl Crow,hip hop
Bring Me The Horizon,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
Rufus Wainwright,"canadian pop, chamber pop, melancholia, piano rock, singer-songwriter"
ACM Awards New Artist Nominees,hip hop
Tom Petty,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Carly Rae Jepsen,"canadian pop, dance pop, pop"
Birdman,"dirty south rap, southern hip hop"
Manic Street Preachers,"britpop, permanent wave, rock, welsh rock"
Mos Def,"conscious hip hop, east coast hip hop, hip hop"
Cascada,"eurodance, europop, german techno, melbourne bounce international"
Underworld,"big beat, electronica"
Supergrass,"alternative rock, britpop, oxford indie"
D-Block Europe,"melodic drill, uk hip hop"
Jethro Tull,"album rock, art rock, blues rock, classic rock, flute rock, folk rock, hard rock, progressive rock, psychedelic rock, rock, singer-songwriter, symphonic rock"
Survivor,"album rock, glam metal, hard rock, soft rock"
Bastille,"metropopolis, modern rock, pop"
Angus & Julia Stone,"australian indie folk, indie folk"
Maximo Park,"britpop, newcastle indie, scottish rock"
One Direction,"boy band, pop, post-teen pop, talent show"
Kool & The Gang,"disco, funk, motown, soft rock, soul"
The Mars Volta,"el paso indie, garage rock"
Roy Orbison,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter"
Erykah Badu,"afrofuturism, alternative r&b, neo soul, r&b"
Mötley Crüe,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
Jamie Cullum,"contemporary vocal jazz, jazz pop, neo mellow"
HIM,"dark rock, finnish alternative rock, gothic metal"
Within Temptation,"dutch metal, gothic metal, gothic symphonic metal, symphonic metal"
Laura Marling,"british folk, british singer-songwriter, chamber pop, singer-songwriter"
Moloko,"electronica, trip hop"
T. Rex,"classic rock, glam rock, protopunk, rock"
Joss Stone,"british soul, neo soul"
John Coltrane,"bebop, free jazz, jazz, jazz saxophone, vocal jazz"
Mario,"dance pop, r&b, southern hip hop, urban contemporary"
Mac Miller,"hip hop, pittsburgh rap, rap"
